ticket_id,customer_id,issue_type,created_date,resolution_time_hours,ai_preventable,potential_savings
TKT000779,CUST000749,Overage Surprise,2023-03-28,7.25,TRUE,35
TKT000780,CUST004017,Account Security,2023-02-08,3.25,FALSE,0
TKT000781,CUST004243,Billing Error,2024-07-28,20,TRUE,25
TKT000782,CUST000230,Billing Error,2024-02-24,20,TRUE,25
TKT000783,CUST003983,Account Security,2024-02-10,7.25,FALSE,0
TKT000784,CUST002926,Roaming Charges,2024-10-23,7.25,TRUE,45
TKT000785,CUST001662,Roaming Charges,2024-09-18,2.25,TRUE,45
TKT000786,CUST004985,Feature Confusion,2023-07-07,4.25,FALSE,0
TKT000787,CUST004077,Account Security,2024-03-17,0.25,FALSE,0
TKT000788,CUST003348,Network Issue,2023-07-25,0.5,FALSE,0
TKT000789,CUST002499,Roaming Charges,2024-05-13,6.25,TRUE,45
TKT000790,CUST002709,Service Outage,2023-02-13,2.5,FALSE,0
TKT000791,CUST001683,Billing Error,2025-09-03,5,TRUE,25
TKT000792,CUST004745,Payment Failure,2024-05-22,4.25,TRUE,10
TKT000793,CUST001514,Payment Failure,2024-02-09,2.25,TRUE,10
TKT000794,CUST003764,Billing Error,2025-01-24,19,TRUE,25
TKT000795,CUST000763,Roaming Charges,2025-06-05,6.25,TRUE,45
TKT000796,CUST003748,Roaming Charges,2024-04-19,6.25,TRUE,45
TKT000797,CUST000665,Payment Failure,2024-06-27,7.25,TRUE,10
TKT000798,CUST003672,Plan Optimization,2024-05-03,22,TRUE,15
TKT000799,CUST002998,Roaming Charges,2023-06-25,5.25,TRUE,45
TKT000800,CUST004758,Network Issue,2024-09-20,2.5,FALSE,0
TKT000801,CUST002965,Roaming Charges,2025-04-12,4.25,TRUE,45
TKT000802,CUST003027,Network Issue,2024-05-30,0.5,FALSE,0
TKT000803,CUST002328,Feature Confusion,2024-10-24,6.25,FALSE,0
TKT000804,CUST003198,Roaming Charges,2023-08-20,5.25,TRUE,45
TKT000805,CUST000485,Roaming Charges,2023-07-10,0.25,TRUE,45
TKT000806,CUST004862,Service Outage,2023-12-13,1.5,FALSE,0
TKT000807,CUST001688,Account Security,2024-01-06,0.25,FALSE,0
TKT000808,CUST003920,Plan Optimization,2023-01-28,2,TRUE,15
TKT000809,CUST000607,Plan Optimization,2023-11-13,8,TRUE,15
TKT000810,CUST004833,Feature Confusion,2023-09-16,4.25,FALSE,0
TKT000811,CUST003310,Billing Error,2024-06-19,11,TRUE,25
TKT000812,CUST004078,Network Issue,2025-06-29,2.5,FALSE,0
TKT000813,CUST004158,Roaming Charges,2023-10-20,3.25,TRUE,45
TKT000814,CUST002932,Account Security,2023-06-27,4.25,FALSE,0
TKT000815,CUST003604,Billing Error,2025-03-06,16,TRUE,25
TKT000816,CUST002926,Network Issue,2023-08-03,0.5,FALSE,0
TKT000817,CUST001371,Payment Failure,2023-06-21,2.25,TRUE,10
TKT000818,CUST001332,Feature Confusion,2024-05-15,0.25,FALSE,0
TKT000819,CUST003080,Overage Surprise,2023-03-03,5.25,TRUE,35
TKT000820,CUST002343,Payment Failure,2023-10-02,0.25,TRUE,10
TKT000821,CUST002362,Payment Failure,2023-11-25,7.25,TRUE,10
TKT000822,CUST003029,Roaming Charges,2025-01-25,4.25,TRUE,45
TKT000823,CUST001880,Billing Error,2025-01-27,4,TRUE,25
TKT000824,CUST002191,Account Security,2023-02-04,3.25,FALSE,0
TKT000825,CUST002191,Payment Failure,2025-05-30,4.25,TRUE,10
TKT000826,CUST004965,Roaming Charges,2025-09-10,3.25,TRUE,45
TKT000827,CUST000180,Roaming Charges,2025-03-12,5.25,TRUE,45
TKT000828,CUST001697,Feature Confusion,2024-01-19,6.25,FALSE,0
TKT000829,CUST001665,Plan Optimization,2024-09-30,5,TRUE,15
TKT000830,CUST002803,Roaming Charges,2023-05-20,4.25,TRUE,45
TKT000831,CUST000479,Plan Optimization,2023-04-23,20,TRUE,15
TKT000832,CUST000150,Overage Surprise,2023-09-03,6.25,TRUE,35
TKT000833,CUST000168,Feature Confusion,2023-04-28,0.25,FALSE,0
TKT000834,CUST001566,Account Security,2025-08-04,0.25,FALSE,0
TKT000835,CUST000839,Overage Surprise,2023-10-24,2.25,TRUE,35
TKT000836,CUST002900,Plan Optimization,2024-10-19,8,TRUE,15
TKT000837,CUST004060,Billing Error,2023-02-07,14,TRUE,25
TKT000838,CUST001743,Payment Failure,2024-12-31,7.25,TRUE,10
TKT000839,CUST001231,Service Outage,2025-01-10,3.5,FALSE,0
TKT000840,CUST004877,Network Issue,2024-12-13,2.5,FALSE,0
TKT000841,CUST000340,Plan Optimization,2024-12-14,6,TRUE,15
TKT000842,CUST003086,Account Security,2023-12-12,5.25,FALSE,0
TKT000843,CUST002314,Service Outage,2023-01-02,1.5,FALSE,0
TKT000844,CUST002884,Billing Error,2024-09-23,23,TRUE,25
TKT000845,CUST002251,Network Issue,2025-03-15,3.5,FALSE,0
TKT000846,CUST001606,Roaming Charges,2024-04-17,5.25,TRUE,45
TKT000847,CUST002573,Payment Failure,2024-11-21,1.25,TRUE,10
TKT000848,CUST002915,Payment Failure,2023-04-03,4.25,TRUE,10
TKT000849,CUST003715,Payment Failure,2024-10-25,0.25,TRUE,10
TKT000850,CUST002585,Payment Failure,2023-11-10,5.25,TRUE,10
TKT000851,CUST002363,Account Security,2023-03-12,5.25,FALSE,0
TKT000852,CUST002242,Plan Optimization,2024-06-28,23,TRUE,15
TKT000853,CUST001826,Service Outage,2025-02-24,3.5,FALSE,0
TKT000854,CUST002428,Account Security,2023-06-14,1.25,FALSE,0
TKT000855,CUST000852,Billing Error,2023-12-14,11,TRUE,25
TKT000856,CUST004684,Feature Confusion,2023-07-17,7.25,FALSE,0
TKT000857,CUST003267,Billing Error,2024-06-03,2,TRUE,25
TKT000858,CUST002586,Payment Failure,2024-07-17,7.25,TRUE,10
TKT000859,CUST003948,Feature Confusion,2023-11-12,6.25,FALSE,0
TKT000860,CUST002006,Account Security,2024-10-30,1.25,FALSE,0
TKT000861,CUST001635,Overage Surprise,2025-03-02,2.25,TRUE,35
TKT000862,CUST003481,Feature Confusion,2024-03-17,5.25,FALSE,0
TKT000863,CUST000553,Service Outage,2024-03-02,0.5,FALSE,0
TKT000864,CUST001416,Payment Failure,2025-06-30,5.25,TRUE,10
TKT000865,CUST002561,Account Security,2023-10-24,5.25,FALSE,0
TKT000866,CUST003116,Billing Error,2025-06-06,5,TRUE,25
TKT000867,CUST004880,Network Issue,2025-03-12,3.5,FALSE,0
TKT000868,CUST004504,Network Issue,2024-08-16,1.5,FALSE,0
TKT000869,CUST002154,Billing Error,2025-02-02,12,TRUE,25
TKT000870,CUST001045,Feature Confusion,2023-08-26,2.25,FALSE,0
TKT000871,CUST001572,Account Security,2023-06-24,5.25,FALSE,0
TKT000872,CUST003655,Overage Surprise,2025-07-12,3.25,TRUE,35
TKT000873,CUST001297,Service Outage,2023-11-01,1.5,FALSE,0
TKT000874,CUST002362,Payment Failure,2025-01-08,1.25,TRUE,10
TKT000875,CUST001832,Account Security,2024-01-23,3.25,FALSE,0
TKT000876,CUST000354,Overage Surprise,2023-01-12,5.25,TRUE,35
TKT000877,CUST003182,Service Outage,2023-03-18,3.5,FALSE,0
TKT000878,CUST002560,Roaming Charges,2024-02-29,2.25,TRUE,45
TKT000879,CUST004915,Billing Error,2025-05-30,23,TRUE,25
TKT000880,CUST002580,Roaming Charges,2024-02-14,2.25,TRUE,45
TKT000881,CUST002207,Overage Surprise,2024-11-03,7.25,TRUE,35
TKT000882,CUST001587,Roaming Charges,2024-11-19,7.25,TRUE,45
TKT000883,CUST004237,Roaming Charges,2025-06-11,3.25,TRUE,45
TKT000884,CUST003249,Payment Failure,2023-10-09,7.25,TRUE,10
TKT000885,CUST002786,Billing Error,2025-07-06,11,TRUE,25
TKT000886,CUST002144,Feature Confusion,2024-11-16,2.25,FALSE,0
TKT000887,CUST002759,Billing Error,2025-09-07,15,TRUE,25
TKT000888,CUST000002,Network Issue,2024-11-30,3.5,FALSE,0
TKT000889,CUST000955,Service Outage,2024-11-16,0.5,FALSE,0
TKT000890,CUST003863,Feature Confusion,2023-04-06,3.25,FALSE,0
TKT000891,CUST001039,Payment Failure,2024-06-28,4.25,TRUE,10
TKT000892,CUST001672,Billing Error,2023-03-27,19,TRUE,25
TKT000893,CUST001958,Network Issue,2025-04-16,1.5,FALSE,0
TKT000894,CUST003886,Service Outage,2023-05-02,1.5,FALSE,0
TKT000895,CUST000771,Billing Error,2025-02-23,11,TRUE,25
TKT000896,CUST001211,Plan Optimization,2025-05-12,7,TRUE,15
TKT000897,CUST002416,Service Outage,2023-04-19,0.5,FALSE,0
TKT000898,CUST001153,Billing Error,2025-06-05,3,TRUE,25
TKT000899,CUST000430,Plan Optimization,2023-07-06,10,TRUE,15
TKT000900,CUST004408,Payment Failure,2023-08-15,4.25,TRUE,10
TKT000901,CUST003249,Service Outage,2024-07-04,0.5,FALSE,0
TKT000902,CUST000590,Network Issue,2023-09-11,1.5,FALSE,0
TKT000903,CUST001724,Roaming Charges,2024-04-04,6.25,TRUE,45
TKT000904,CUST001129,Account Security,2023-02-18,2.25,FALSE,0
TKT000905,CUST004024,Billing Error,2025-06-30,13,TRUE,25
TKT000906,CUST001599,Network Issue,2023-09-21,0.5,FALSE,0
TKT000907,CUST003830,Network Issue,2023-05-15,1.5,FALSE,0
TKT000908,CUST002890,Service Outage,2023-06-01,0.5,FALSE,0
TKT000909,CUST002833,Billing Error,2023-01-30,3,TRUE,25
TKT000910,CUST003302,Feature Confusion,2023-12-26,4.25,FALSE,0
TKT000911,CUST001214,Roaming Charges,2025-04-16,0.25,TRUE,45
TKT000912,CUST000604,Feature Confusion,2025-08-09,5.25,FALSE,0
TKT000913,CUST004422,Overage Surprise,2025-08-19,4.25,TRUE,35
TKT000914,CUST001282,Account Security,2023-08-13,5.25,FALSE,0
TKT000915,CUST002842,Roaming Charges,2024-03-12,0.25,TRUE,45
TKT000916,CUST000320,Overage Surprise,2025-03-11,5.25,TRUE,35
TKT000917,CUST003429,Service Outage,2023-12-19,2.5,FALSE,0
TKT000918,CUST000314,Account Security,2023-08-28,2.25,FALSE,0
TKT000919,CUST001324,Account Security,2025-07-15,2.25,FALSE,0
TKT000920,CUST004478,Feature Confusion,2025-03-29,4.25,FALSE,0
TKT000921,CUST003355,Account Security,2025-05-03,2.25,FALSE,0
TKT000922,CUST002281,Payment Failure,2023-08-19,2.25,TRUE,10
TKT000923,CUST002844,Billing Error,2025-08-07,24,TRUE,25
TKT000924,CUST002152,Account Security,2025-01-02,3.25,FALSE,0
TKT000925,CUST004836,Overage Surprise,2023-09-09,5.25,TRUE,35
TKT000926,CUST002560,Billing Error,2023-11-06,24,TRUE,25
TKT000927,CUST003940,Plan Optimization,2024-03-03,7,TRUE,15
TKT000928,CUST000468,Overage Surprise,2025-05-12,4.25,TRUE,35
TKT000929,CUST004363,Feature Confusion,2023-09-30,1.25,FALSE,0
TKT000930,CUST002077,Account Security,2023-01-24,7.25,FALSE,0
TKT000931,CUST002051,Feature Confusion,2023-11-20,5.25,FALSE,0
TKT000932,CUST001720,Overage Surprise,2023-06-30,7.25,TRUE,35
TKT000933,CUST001391,Payment Failure,2024-03-23,6.25,TRUE,10
TKT000934,CUST002031,Feature Confusion,2023-06-18,1.25,FALSE,0
TKT000935,CUST003075,Plan Optimization,2024-02-21,3,TRUE,15
TKT000936,CUST001090,Account Security,2023-04-12,0.25,FALSE,0
TKT000937,CUST003455,Roaming Charges,2023-06-19,4.25,TRUE,45
TKT000938,CUST001185,Roaming Charges,2024-12-08,3.25,TRUE,45
TKT000939,CUST003499,Feature Confusion,2023-03-20,7.25,FALSE,0
TKT000940,CUST001123,Account Security,2024-11-08,1.25,FALSE,0
TKT000941,CUST000742,Feature Confusion,2023-11-20,5.25,FALSE,0
TKT000942,CUST001185,Payment Failure,2023-11-04,4.25,TRUE,10
TKT000943,CUST001539,Plan Optimization,2024-06-01,20,TRUE,15
TKT000944,CUST004328,Plan Optimization,2025-02-06,17,TRUE,15
TKT000945,CUST001147,Overage Surprise,2023-02-12,2.25,TRUE,35
TKT000946,CUST002987,Roaming Charges,2023-09-21,4.25,TRUE,45
TKT000947,CUST004022,Feature Confusion,2024-12-24,7.25,FALSE,0
TKT000948,CUST004441,Roaming Charges,2025-01-20,0.25,TRUE,45
TKT000949,CUST003786,Payment Failure,2024-11-07,6.25,TRUE,10
TKT000950,CUST002167,Plan Optimization,2025-06-24,1,TRUE,15
TKT000951,CUST004201,Payment Failure,2023-10-25,0.25,TRUE,10
TKT000952,CUST003417,Overage Surprise,2024-04-03,1.25,TRUE,35
TKT000953,CUST001483,Roaming Charges,2024-10-02,7.25,TRUE,45
TKT000954,CUST000744,Payment Failure,2024-08-22,1.25,TRUE,10
TKT000955,CUST001966,Billing Error,2024-10-29,2,TRUE,25
TKT000956,CUST002131,Network Issue,2024-09-02,3.5,FALSE,0
TKT000957,CUST001091,Roaming Charges,2025-03-06,0.25,TRUE,45
TKT000958,CUST000227,Network Issue,2025-02-12,1.5,FALSE,0
TKT000959,CUST004747,Overage Surprise,2023-02-24,5.25,TRUE,35
TKT000960,CUST001764,Billing Error,2023-10-20,2,TRUE,25
TKT000961,CUST003192,Feature Confusion,2023-02-01,7.25,FALSE,0
TKT000962,CUST002208,Payment Failure,2025-02-08,6.25,TRUE,10
TKT000963,CUST004041,Account Security,2025-09-05,5.25,FALSE,0
TKT000964,CUST002654,Account Security,2024-03-10,4.25,FALSE,0
TKT000965,CUST003340,Overage Surprise,2024-10-03,0.25,TRUE,35
TKT000966,CUST000789,Plan Optimization,2023-03-30,8,TRUE,15
TKT000967,CUST003544,Billing Error,2023-03-30,22,TRUE,25
TKT000968,CUST000393,Service Outage,2025-01-03,0.5,FALSE,0
TKT000969,CUST001138,Payment Failure,2025-07-30,0.25,TRUE,10
TKT000970,CUST003022,Plan Optimization,2024-11-30,22,TRUE,15
TKT000971,CUST004646,Plan Optimization,2024-08-31,16,TRUE,15
TKT000972,CUST003102,Feature Confusion,2025-08-20,7.25,FALSE,0
TKT000973,CUST001166,Roaming Charges,2025-07-10,1.25,TRUE,45
TKT000974,CUST002807,Feature Confusion,2025-09-04,0.25,FALSE,0
TKT000975,CUST001880,Overage Surprise,2024-05-30,5.25,TRUE,35
TKT000976,CUST001341,Feature Confusion,2023-02-19,6.25,FALSE,0
TKT000977,CUST004059,Network Issue,2024-06-10,0.5,FALSE,0
TKT000978,CUST002455,Account Security,2023-04-19,6.25,FALSE,0
TKT000979,CUST000451,Service Outage,2023-11-01,0.5,FALSE,0
TKT000980,CUST003048,Overage Surprise,2025-03-20,4.25,TRUE,35
TKT000981,CUST003926,Network Issue,2025-02-09,2.5,FALSE,0
TKT000982,CUST004144,Billing Error,2023-03-07,7,TRUE,25
TKT000983,CUST001283,Roaming Charges,2023-10-05,0.25,TRUE,45
TKT000984,CUST000433,Billing Error,2025-04-19,5,TRUE,25
TKT000985,CUST004713,Feature Confusion,2023-06-17,6.25,FALSE,0
TKT000986,CUST001876,Account Security,2024-07-30,3.25,FALSE,0
TKT000987,CUST000665,Plan Optimization,2025-03-10,19,TRUE,15
TKT000988,CUST000802,Roaming Charges,2025-04-30,4.25,TRUE,45
TKT000989,CUST001067,Service Outage,2024-08-06,2.5,FALSE,0
TKT000990,CUST004138,Payment Failure,2023-03-25,1.25,TRUE,10
TKT000991,CUST003226,Service Outage,2024-11-13,1.5,FALSE,0
TKT000992,CUST000755,Account Security,2023-07-14,5.25,FALSE,0
TKT000993,CUST003574,Plan Optimization,2025-03-19,13,TRUE,15
TKT000994,CUST000102,Plan Optimization,2025-06-23,2,TRUE,15
TKT000995,CUST003064,Feature Confusion,2025-02-11,7.25,FALSE,0
TKT000996,CUST001284,Billing Error,2025-03-12,5,TRUE,25
TKT000997,CUST001351,Account Security,2025-02-26,4.25,FALSE,0
TKT000998,CUST000630,Overage Surprise,2023-08-31,0.25,TRUE,35
TKT000999,CUST001454,Billing Error,2023-04-18,11,TRUE,25
TKT001000,CUST004687,Account Security,2024-05-06,3.25,FALSE,0
TKT001001,CUST004175,Billing Error,2024-11-16,11,TRUE,25
TKT001002,CUST000106,Network Issue,2023-11-03,3.5,FALSE,0
TKT001003,CUST000107,Service Outage,2023-12-18,2.5,FALSE,0
TKT001004,CUST000162,Overage Surprise,2024-02-08,5.25,TRUE,35
TKT001005,CUST002197,Plan Optimization,2025-03-17,7,TRUE,15
TKT001006,CUST002104,Service Outage,2023-08-27,1.5,FALSE,0
TKT001007,CUST001819,Roaming Charges,2025-01-20,0.25,TRUE,45
TKT001008,CUST002238,Overage Surprise,2025-03-28,6.25,TRUE,35
TKT001009,CUST004891,Service Outage,2023-06-02,3.5,FALSE,0
TKT001010,CUST003119,Feature Confusion,2024-01-02,5.25,FALSE,0
TKT001011,CUST004837,Account Security,2025-02-07,7.25,FALSE,0
TKT001012,CUST004200,Service Outage,2025-03-15,2.5,FALSE,0
TKT001013,CUST001579,Plan Optimization,2025-06-30,17,TRUE,15
TKT001014,CUST000037,Plan Optimization,2024-06-17,10,TRUE,15
TKT001015,CUST003743,Roaming Charges,2024-10-28,7.25,TRUE,45
TKT001016,CUST000651,Overage Surprise,2023-11-23,0.25,TRUE,35
TKT001017,CUST001936,Billing Error,2025-01-22,13,TRUE,25
TKT001018,CUST001731,Payment Failure,2025-05-20,3.25,TRUE,10
TKT001019,CUST001001,Network Issue,2024-06-10,1.5,FALSE,0
TKT001020,CUST003284,Feature Confusion,2024-08-20,2.25,FALSE,0
TKT001021,CUST000254,Billing Error,2024-06-01,23,TRUE,25
TKT001022,CUST001235,Feature Confusion,2024-08-02,2.25,FALSE,0
TKT001023,CUST000606,Overage Surprise,2024-07-30,2.25,TRUE,35
TKT001024,CUST003464,Feature Confusion,2023-03-13,4.25,FALSE,0
TKT001025,CUST004379,Service Outage,2025-04-03,0.5,FALSE,0
TKT001026,CUST004224,Roaming Charges,2023-02-01,4.25,TRUE,45
TKT001027,CUST001603,Payment Failure,2024-07-01,3.25,TRUE,10
TKT001028,CUST003855,Service Outage,2024-04-09,0.5,FALSE,0
TKT001029,CUST002948,Network Issue,2025-03-23,1.5,FALSE,0
TKT001030,CUST003383,Account Security,2024-12-10,2.25,FALSE,0
TKT001031,CUST003514,Feature Confusion,2023-11-09,7.25,FALSE,0
TKT001032,CUST001126,Network Issue,2023-12-16,3.5,FALSE,0
TKT001033,CUST002398,Service Outage,2023-07-29,2.5,FALSE,0
TKT001034,CUST000332,Network Issue,2024-06-03,0.5,FALSE,0
TKT001035,CUST002559,Overage Surprise,2025-06-18,6.25,TRUE,35
TKT001036,CUST001125,Network Issue,2024-11-03,1.5,FALSE,0
TKT001037,CUST001264,Account Security,2023-10-09,6.25,FALSE,0
TKT001038,CUST003046,Roaming Charges,2023-09-13,7.25,TRUE,45
TKT001039,CUST001967,Payment Failure,2024-07-07,5.25,TRUE,10
TKT001040,CUST003738,Payment Failure,2023-01-08,2.25,TRUE,10
TKT001041,CUST002587,Payment Failure,2025-04-17,1.25,TRUE,10
TKT001042,CUST004097,Billing Error,2023-02-22,8,TRUE,25
TKT001043,CUST001558,Billing Error,2024-11-30,8,TRUE,25
TKT001044,CUST003681,Network Issue,2023-11-16,2.5,FALSE,0
TKT001045,CUST004370,Plan Optimization,2024-05-12,13,TRUE,15
TKT001046,CUST000925,Roaming Charges,2024-09-11,6.25,TRUE,45
TKT001047,CUST003480,Billing Error,2023-03-07,3,TRUE,25
TKT001048,CUST000682,Roaming Charges,2024-05-26,7.25,TRUE,45
TKT001049,CUST001282,Feature Confusion,2025-05-07,1.25,FALSE,0
TKT001050,CUST004895,Roaming Charges,2025-02-28,5.25,TRUE,45
TKT001051,CUST001799,Overage Surprise,2025-01-11,1.25,TRUE,35
TKT001052,CUST004190,Feature Confusion,2025-05-17,2.25,FALSE,0
TKT001053,CUST003386,Feature Confusion,2024-10-06,2.25,FALSE,0
TKT001054,CUST000722,Plan Optimization,2024-10-06,22,TRUE,15
TKT001055,CUST003817,Roaming Charges,2024-04-04,2.25,TRUE,45
TKT001056,CUST003417,Roaming Charges,2023-12-02,4.25,TRUE,45
TKT001057,CUST002396,Billing Error,2023-09-27,11,TRUE,25
TKT001058,CUST001694,Plan Optimization,2023-04-24,24,TRUE,15
TKT001059,CUST003958,Network Issue,2024-03-07,0.5,FALSE,0
TKT001060,CUST001334,Overage Surprise,2023-12-13,4.25,TRUE,35
TKT001061,CUST000613,Overage Surprise,2024-02-28,7.25,TRUE,35
TKT001062,CUST004992,Billing Error,2024-05-11,16,TRUE,25
TKT001063,CUST003200,Payment Failure,2024-09-29,7.25,TRUE,10
TKT001064,CUST003413,Account Security,2024-07-19,1.25,FALSE,0
TKT001065,CUST001392,Feature Confusion,2023-07-15,4.25,FALSE,0
TKT001066,CUST003519,Overage Surprise,2024-10-19,2.25,TRUE,35
TKT001067,CUST004379,Overage Surprise,2023-12-30,7.25,TRUE,35
TKT001068,CUST004318,Service Outage,2023-06-29,0.5,FALSE,0
TKT001069,CUST001918,Plan Optimization,2025-01-31,2,TRUE,15
TKT001070,CUST000195,Roaming Charges,2023-02-20,2.25,TRUE,45
TKT001071,CUST004130,Network Issue,2023-01-20,1.5,FALSE,0
TKT001072,CUST002293,Feature Confusion,2024-09-11,2.25,FALSE,0
TKT001073,CUST000667,Billing Error,2023-09-14,9,TRUE,25
TKT001074,CUST004591,Overage Surprise,2024-12-20,3.25,TRUE,35
TKT001075,CUST002189,Account Security,2023-10-04,6.25,FALSE,0
TKT001076,CUST000035,Roaming Charges,2023-01-16,3.25,TRUE,45
TKT001077,CUST002646,Service Outage,2024-11-01,0.5,FALSE,0
TKT001078,CUST002543,Billing Error,2025-03-29,1,TRUE,25
TKT001079,CUST003308,Plan Optimization,2023-11-12,10,TRUE,15
TKT001080,CUST000870,Roaming Charges,2024-11-30,5.25,TRUE,45
TKT001081,CUST004217,Plan Optimization,2023-01-23,24,TRUE,15
TKT001082,CUST000215,Network Issue,2025-05-12,3.5,FALSE,0
TKT001083,CUST000484,Billing Error,2024-02-20,24,TRUE,25
TKT001084,CUST000905,Service Outage,2023-11-28,3.5,FALSE,0
TKT001085,CUST004583,Plan Optimization,2023-05-17,5,TRUE,15
TKT001086,CUST003271,Payment Failure,2024-10-02,2.25,TRUE,10
TKT001087,CUST002303,Billing Error,2023-10-13,14,TRUE,25
TKT001088,CUST001337,Payment Failure,2024-02-11,5.25,TRUE,10
TKT001089,CUST003134,Roaming Charges,2025-01-19,2.25,TRUE,45
TKT001090,CUST002374,Payment Failure,2024-09-21,3.25,TRUE,10
TKT001091,CUST004619,Service Outage,2023-05-22,2.5,FALSE,0
TKT001092,CUST002624,Service Outage,2024-02-17,0.5,FALSE,0
TKT001093,CUST002694,Billing Error,2025-03-02,19,TRUE,25
TKT001094,CUST003572,Overage Surprise,2023-03-29,4.25,TRUE,35
TKT001095,CUST000535,Account Security,2024-01-08,7.25,FALSE,0
TKT001096,CUST000121,Network Issue,2025-09-07,1.5,FALSE,0
TKT001097,CUST004584,Overage Surprise,2025-04-13,7.25,TRUE,35
TKT001098,CUST002370,Network Issue,2023-10-05,0.5,FALSE,0
TKT001099,CUST004828,Feature Confusion,2023-06-24,4.25,FALSE,0
TKT001100,CUST004570,Plan Optimization,2024-09-22,23,TRUE,15
TKT001101,CUST001194,Plan Optimization,2023-03-05,1,TRUE,15
TKT001102,CUST001801,Plan Optimization,2025-06-25,14,TRUE,15
TKT001103,CUST002465,Overage Surprise,2025-07-02,6.25,TRUE,35
TKT001104,CUST002403,Billing Error,2024-01-01,7,TRUE,25
TKT001105,CUST001045,Plan Optimization,2025-08-31,8,TRUE,15
TKT001106,CUST000975,Roaming Charges,2024-11-16,3.25,TRUE,45
TKT001107,CUST001954,Payment Failure,2024-05-27,3.25,TRUE,10
TKT001108,CUST004675,Network Issue,2024-12-09,3.5,FALSE,0
TKT001109,CUST000287,Service Outage,2025-07-04,2.5,FALSE,0
TKT001110,CUST001717,Service Outage,2024-03-17,3.5,FALSE,0
TKT001111,CUST001186,Network Issue,2023-12-05,3.5,FALSE,0
TKT001112,CUST003474,Payment Failure,2023-05-13,3.25,TRUE,10
TKT001113,CUST000420,Network Issue,2025-02-08,3.5,FALSE,0
TKT001114,CUST000801,Plan Optimization,2024-08-15,21,TRUE,15
TKT001115,CUST001938,Billing Error,2024-11-22,19,TRUE,25
TKT001116,CUST001776,Account Security,2024-07-14,2.25,FALSE,0
TKT001117,CUST003280,Service Outage,2024-07-04,1.5,FALSE,0
TKT001118,CUST002317,Payment Failure,2023-03-21,0.25,TRUE,10
TKT001119,CUST000475,Roaming Charges,2023-07-28,0.25,TRUE,45
TKT001120,CUST004099,Overage Surprise,2025-07-30,4.25,TRUE,35
TKT001121,CUST002476,Service Outage,2023-12-26,0.5,FALSE,0
TKT001122,CUST000169,Service Outage,2023-03-13,1.5,FALSE,0
TKT001123,CUST003441,Feature Confusion,2024-11-04,1.25,FALSE,0
TKT001124,CUST000616,Billing Error,2023-08-20,6,TRUE,25
TKT001125,CUST003935,Overage Surprise,2024-04-07,0.25,TRUE,35
TKT001126,CUST003975,Billing Error,2023-10-04,3,TRUE,25
TKT001127,CUST003531,Plan Optimization,2024-03-04,12,TRUE,15
TKT001128,CUST002987,Payment Failure,2025-04-10,4.25,TRUE,10
TKT001129,CUST001472,Feature Confusion,2025-06-07,4.25,FALSE,0
TKT001130,CUST004509,Payment Failure,2024-07-16,2.25,TRUE,10
TKT001131,CUST002122,Payment Failure,2023-12-29,1.25,TRUE,10
TKT001132,CUST004041,Network Issue,2024-03-16,3.5,FALSE,0
TKT001133,CUST001554,Account Security,2024-02-13,5.25,FALSE,0
TKT001134,CUST003524,Account Security,2025-04-29,0.25,FALSE,0
TKT001135,CUST002574,Payment Failure,2024-04-07,0.25,TRUE,10
TKT001136,CUST002168,Feature Confusion,2023-04-19,7.25,FALSE,0
TKT001137,CUST003185,Network Issue,2023-02-25,3.5,FALSE,0
TKT001138,CUST003997,Feature Confusion,2024-10-18,4.25,FALSE,0
TKT001139,CUST003862,Account Security,2025-02-27,0.25,FALSE,0
TKT001140,CUST000209,Network Issue,2025-07-25,2.5,FALSE,0
TKT001141,CUST004379,Overage Surprise,2025-06-24,0.25,TRUE,35
TKT001142,CUST000797,Overage Surprise,2024-04-17,0.25,TRUE,35
TKT001143,CUST001204,Roaming Charges,2025-05-19,1.25,TRUE,45
TKT001144,CUST002185,Service Outage,2024-10-09,2.5,FALSE,0
TKT001145,CUST002109,Feature Confusion,2023-09-10,5.25,FALSE,0
TKT001146,CUST003127,Account Security,2023-05-24,1.25,FALSE,0
TKT001147,CUST002042,Billing Error,2023-07-15,24,TRUE,25
TKT001148,CUST004990,Overage Surprise,2025-07-28,3.25,TRUE,35
TKT001149,CUST001997,Roaming Charges,2024-10-12,2.25,TRUE,45
TKT001150,CUST002788,Roaming Charges,2025-02-08,2.25,TRUE,45
TKT001151,CUST002277,Roaming Charges,2024-03-15,2.25,TRUE,45
TKT001152,CUST000292,Payment Failure,2023-02-10,3.25,TRUE,10
TKT001153,CUST002633,Plan Optimization,2024-08-04,5,TRUE,15
TKT001154,CUST001531,Payment Failure,2023-02-07,1.25,TRUE,10
TKT001155,CUST003086,Service Outage,2024-02-23,0.5,FALSE,0
TKT001156,CUST001463,Account Security,2023-06-14,0.25,FALSE,0
TKT001157,CUST000407,Service Outage,2025-07-21,0.5,FALSE,0
TKT001158,CUST002749,Service Outage,2024-02-24,3.5,FALSE,0
TKT001159,CUST001358,Network Issue,2025-03-15,2.5,FALSE,0
TKT001160,CUST004429,Roaming Charges,2025-04-21,5.25,TRUE,45
